year,mouth,day,peak_AM,peak_PM,Insolation,Temperature,Cloud_cover,Insolation_2,Exp_Insolation,Seek_number1,Seek_number2,EGC,Cell_number,Insolation_difference,Temperature_difference,WhitePixels,BlackPixels
5,3,2,0,0,0.415,10.7,9,20.41,33066.9,303.8,26.77,8.1308,4438,-0.211,-0.3,34199,72201
5,3,2,0,0,0.204,10.4,9,9.47,14982.2,301.9,12.76,3.8564,4438,-0.164,-0.9,35790,70610
5,3,2,0,0,0.04,9.5,9,1.35,1778.6,303.3,1.83,0.5482,4438,-0.04,-0.8,36692,69708
5,3,2,0,0,0,8.7,6,0,0,60.8,0,0,4438,0,-1,37313,69087
5,3,2,0,0,0,7.7,6,0,0,0,0,0,4438,0,-0.8,38294,68106
5,3,2,0,0,0,6.9,6,0,0,0,0,0,4438,0,-0.8,38984,67416
5,3,2,0,0,0,6.1,0,0,0,0,0,0,4438,0,-3.5,39461,66939
5,3,3,0,0,0,2.6,0,0,0,0,0,0,4356,0,-0.1,43133,63267
5,3,3,0,0,0,2.5,0,0,0,0,0,0,4438,0,-0.2,42353,64047
5,3,3,0,0,0,2.3,10,0,0,0,0,0,4438,0,0.1,41275,65125
5,3,3,0,0,0,2.4,10,0,0,0,0,0,4438,0,-0.2,39138,67262
5,3,3,0,0,0,2.2,10,0,0,0,0,0,4438,0.001,-0.5,39374,67026
5,3,3,0,0,0.001,1.7,10,0,0,93.4,0,0,4438,0.071,0.1,39077,67323
5,3,3,0,0,0.072,1.8,10,2.39,3593.8,309.4,3.4,1.0206,4438,0.121,1.3,39226,67174
5,3,3,0,0,0.193,3.1,10,8.93,14271.3,306.2,11.92,3.6779,4438,0.232,2,37988,68412
5,3,3,0,0,0.425,5.1,10,20.56,33690.5,313.4,26.33,8.2492,4437,-0.038,6,36171,70229
5,3,3,0,0,0.387,11.1,2,19.3,31180.9,300.7,25.54,7.6926,4438,-0.281,-1,48564,57836
5,3,3,0,0,0.106,10.1,2,4.91,7284.8,299.9,6.68,2.0052,4438,-0.102,-0.7,51424,54976
5,3,3,0,0,0.004,9.4,2,0.18,23.1,261.7,0,0,4438,-0.004,-0.7,54597,51803
5,3,3,0,0,0,8.7,9,0,0,25.7,0,0,4438,0,-0.4,56327,50073
5,3,3,0,0,0,8.3,9,0,0,0,0,0,4438,0,-0.5,58373,48027
5,3,3,0,0,0,7.8,9,0,0,0,0,0,4438,0,-0.4,59890,46510
5,3,3,0,0,0,7.4,10,0,0,0,0,0,4438,0,-5.9,60862,45538
5,3,4,0,0,0,1.5,10,0,0,0,0,0,4354,0,-0.1,61268,45132
5,3,4,0,0,0,1.4,10,0,0,0,0,0,4438,0,-0.3,60016,46384
5,3,4,0,0,0,1.1,10,0,0,0,0,0,4438,0,-0.1,58394,48006
5,3,4,0,0,0,1,10,0,0,0,0,0,4439,0,-0.1,57126,49274
5,3,4,0,0,0,0.9,10,0,0,0,0,0,4438,0,-0.1,54042,52358
5,3,4,0,0,0,0.8,10,0,0,7.4,0,0,4438,0,0,52706,53694
5,3,4,0,0,0,0.8,10,0,0,145.7,0,0,4438,0.004,0.1,49769,56631
5,3,4,0,0,0.004,0.9,10,0,0,269,0,0,4438,0.015,0.2,48684,57716
5,3,4,0,0,0.019,1.1,10,0,0,338.8,0,0,4438,0.009,0.2,48362,58038
5,3,4,0,0,0.028,1.3,10,0.47,423.7,308.3,0,0,4438,0.049,0.2,47347,59053
5,3,4,0,0,0.077,1.5,10,2.54,3182.1,299.6,3.4,1.018,4438,0.33,1.3,45848,60552
5,3,4,0,0,0.407,2.8,10,15.98,25626.7,300.7,21.09,6.3607,4438,-0.09,1,45342,61058
5,3,4,0,1,0.317,3.8,10,16.52,26520.7,310,21.22,6.5656,4438,-0.116,0.1,44367,62033
5,3,4,0,0,0.201,3.9,10,10.27,16253.1,312.5,13.26,4.1497,4438,-0.095,0,43789,62611
5,3,4,0,0,0.106,3.9,10,5.04,7569.6,303.6,6.96,2.1251,4438,-0.068,-0.5,43832,62568
5,3,4,0,0,0.038,3.4,10,1.72,2213.4,301.9,2.12,0.6338,4438,-0.038,-0.2,43645,62755
5,3,4,0,0,0,3.2,10,0,0,67.8,0,0,4438,0,0,42833,63567
5,3,4,0,0,0,3.2,10,0,0,0,0,0,4438,0,-0.3,43137,63263
5,3,4,0,0,0,2.9,10,0,0,0,0,0,4438,0,-0.2,43650,62750
5,3,4,0,0,0,2.7,10,0,0,0,0,0,4438,0,-0.5,42482,63918
5,3,5,0,0,0,2.2,10,0,0,0,0,0,4355,0,-0.5,40787,65613
5,3,5,0,0,0,1.7,10,0,0,0,0,0,4438,0,0,40834,65566
5,3,5,0,0,0,1.7,10,0,0,0,0,0,4438,0,-0.1,41638,64762
5,3,5,0,0,0,1.6,10,0,0,0,0,0,4438,0,0,42456,63944
5,3,5,0,0,0,1.6,10,0,0,0,0,0,4438,0.001,-0.2,42130,64270
5,3,5,0,0,0.001,1.4,10,0,0,105.3,0,0,4438,0.058,0.1,44300,62100
5,3,5,0,0,0.059,1.5,10,2.2,3282.3,307,3.22,0.9652,4438,0.085,0.5,45805,60595
5,3,5,0,0,0.144,2,10,6.84,10753,306.8,9.23,2.857,4438,0.184,0.9,45975,60425
5,3,5,0,0,0.328,2.9,10,16.26,26570.4,312.2,21.02,6.5846,4438,0.418,1.9,43537,62863
5,3,5,0,0,0.746,4.8,10,34.91,57697.1,303.7,46.14,14.0228,4437,0.085,1.4,41964,64436
5,3,5,0,0,0.831,6.2,10,38.37,63530.8,299,51.82,15.479,4438,0.025,2.6,41370,65030
5,3,5,0,1,0.856,8.8,2,40.67,66571.4,294.1,55.16,16.2103,4438,-0.296,0.4,42428,63972
5,3,5,0,0,0.56,9.2,2,27.96,45414.8,300.4,36.91,11.0841,4437,-0.289,0,43190,63210
5,3,5,0,0,0.271,9.2,10,13.46,21565.9,303.5,17.85,5.4164,4438,-0.159,-0.6,44288,62112
5,3,5,0,0,0.112,8.6,10,5.25,7900,300.1,7.34,2.2034,4438,-0.097,-1.8,45219,61181
5,3,5,0,0,0.015,6.8,10,0.37,390.9,288.2,0.36,0.1073,4438,-0.015,-0.9,45091,61309
5,3,5,0,0,0,5.9,10,0,0,51,0,0,4438,0,-0.8,45397,61003
5,3,5,0,0,0,5.1,10,0,0,0,0,0,4438,0,-0.5,45819,60581
5,3,5,0,0,0,4.6,10,0,0,0,0,0,4438,0,-0.7,45687,60713
5,3,5,0,0,0,3.9,10,0,0,0,0,0,4438,0,-1.7,44935,61465
5,3,6,0,0,0,2.2,10,0,0,0,0,0,4356,0,-0.2,42372,64028
5,3,6,0,0,0,2,10,0,0,0,0,0,4438,0,-0.1,42261,64139
5,3,6,0,0,0,1.9,10,0,0,0,0,0,4438,0,-0.6,41534,64866
5,3,6,0,0,0,1.3,10,0,0,0,0,0,4438,0,-0.4,40868,65532
5,3,6,0,0,0,0.9,10,0,0,0,0,0,4439,0.002,0,39814,66586
5,3,6,0,0,0.002,0.9,10,0,0,136.4,0,0,4438,0.076,0.3,38550,67850
5,3,6,0,0,0.078,1.2,10,2.45,3815.5,307.1,3.46,1.0406,4437,0.129,1.1,36268,70132
5,3,6,0,0,0.207,2.3,10,10.68,17112.9,314.7,13.65,4.3475,4438,-0.016,1.1,34935,71465
5,3,6,0,0,0.191,3.4,10,9.74,15571.7,314.6,12.68,3.9887,4438,0.026,0.4,31847,74553
5,3,6,0,0,0.217,3.8,10,11.24,17949.6,311.8,14.58,4.548,4438,0.04,0.7,30026,76374
5,3,6,0,0,0.257,4.5,10,13.59,21807.8,313.9,17.33,5.4417,4438,0.299,1.5,28644,77756
5,3,6,0,1,0.556,6,10,27.82,45459.2,312.5,35.45,11.0526,4437,-0.252,0.5,27931,78469
5,3,6,0,0,0.304,6.5,10,15.45,25064.4,307.1,20.35,6.2403,4438,-0.118,0,28082,78318
5,3,6,0,0,0.186,6.5,10,9.19,14656.9,307.6,12.23,3.7793,4438,-0.068,0.1,26726,79674
5,3,6,0,0,0.118,6.6,10,5.48,8499.9,303.3,7.72,2.3505,4438,-0.093,-0.3,24579,81821
5,3,6,0,0,0.025,6.3,10,0.59,860.1,301.7,0.93,0.2801,4438,-0.025,-0.5,23534,82866
5,3,6,0,0,0,5.8,10,0,0,58.6,0,0,4438,0,-0.7,23423,82977
5,3,6,0,0,0,5.1,10,0,0,0,0,0,4438,0,-0.3,23528,82872
5,3,6,0,0,0,4.8,10,0,0,0,0,0,4438,0,-0.9,22967,83433
5,3,6,0,0,0,3.9,10,0,0,0,0,0,4438,0,-1.6,20868,85532
5,3,7,0,0,0,2.3,10,0,0,0,0,0,4355,0,-0.7,14842,91558
5,3,7,0,0,0,1.6,10,0,0,0,0,0,4438,0,-0.2,14308,92092
5,3,7,0,0,0,1.4,2,0,0,0,0,0,4438,0,-0.8,13687,92713
5,3,7,0,0,0,0.6,2,0,0,0,0,0,4439,0,-0.9,12716,93684
5,3,7,0,0,0,-0.3,2,0,0,0,0,0,4438,0.003,-0.2,11444,94956
5,3,7,0,0,0.003,-0.5,3,0,0,158.2,0,0,4438,0.13,0.8,11330,95070
5,3,7,0,0,0.133,0.3,3,4.27,6661.9,309.9,5.71,1.7773,4437,0.266,2.3,10425,95975
5,3,7,0,0,0.399,2.6,3,18.83,30745.3,317.2,23.86,7.5491,4438,0.264,2.8,9370,97030
5,3,7,0,0,0.663,5.4,2,32.06,52972.6,306.1,42.1,12.8659,4438,0.176,2.6,7134,99266
5,3,7,0,0,0.839,8,2,38.82,64252.9,291.1,53.75,15.6337,4438,0.096,1.9,5622,100778
5,3,7,0,0,0.935,9.9,2,42.46,69949.1,280.7,60.92,17.094,4438,-0.059,2.5,5965,100435
5,3,7,0,1,0.876,12.4,0,40.39,66388.2,278,58.4,16.237,4437,-0.096,0.8,7840,98560
5,3,7,0,0,0.78,13.2,0,36.95,60730.7,283.4,52.38,14.8229,4438,-0.221,0,8705,97695
5,3,7,0,0,0.559,13.2,0,27.78,45585.6,295.5,37.82,11.1473,4438,-0.259,-1,9181,97219
5,3,7,0,0,0.3,12.2,0,14.99,24240,304.7,19.91,6.0597,4438,-0.241,-1,8644,97756
5,3,7,0,0,0.059,11.2,0,2.25,3518.5,302.4,3.27,0.9795,4438,-0.059,-1.1,7642,98758
5,3,7,0,0,0,10.1,1,0,0,98.7,0,0,4438,0,-1.5,8112,98288
5,3,7,0,0,0,8.6,1,0,0,0,0,0,4438,0,-0.4,9425,96975
5,3,7,0,0,0,8.2,1,0,0,0,0,0,4438,0,-0.5,10206,96194
5,3,7,0,0,0,7.7,0,0,0,0,0,0,4438,0,-2.3,12480,93920
5,3,8,0,0,0,5.4,0,0,0,0,0,0,4355,0,-0.8,16257,90143
5,3,8,0,0,0,4.6,0,0,0,0,0,0,4438,0,-1.1,15957,90443
5,3,8,0,0,0,3.5,0,0,0,0,0,0,4438,0,-0.4,15413,90987
5,3,8,0,0,0,3.1,0,0,0,0,0,0,4438,0,-0.1,15181,91219
5,3,8,0,0,0,3,0,0,0,0,0,0,4438,0.004,-0.7,14948,91452
5,3,8,0,0,0.004,2.3,0,0,0,164.8,0,0,4438,0.151,0.4,14848,91552
5,3,8,0,0,0.155,2.7,0,4.33,6745.9,308.8,5.81,1.7984,4438,0.271,2.9,14863,91537
5,3,8,0,0,0.426,5.6,0,20.03,32760.6,318.2,25.3,8.0215,4438,0.246,3.1,14955,91445
5,3,8,0,0,0.672,8.7,0,31.6,52215.2,299.9,42.46,12.6884,4438,0.174,3.2,14233,92167
5,3,8,0,0,0.846,11.9,0,38.3,63178.6,285,54.09,15.4017,4437,0.094,2.4,14232,92168
5,3,8,0,0,0.94,14.3,0,41.5,68521.4,277,60.55,16.7763,4438,-0.056,2.9,14558,91842
5,3,8,0,1,0.884,17.2,0,39.87,65564.2,277,57.97,16.0574,4438,-0.135,0.8,15086,91314
5,3,8,0,0,0.749,18,0,34.89,57206.2,277.7,50.36,13.9835,4438,-0.21,-0.3,16032,90368
5,3,8,0,0,0.539,17.7,0,26.17,42795.2,291.4,36.01,10.4834,4437,-0.256,-0.5,16597,89803
5,3,8,0,0,0.283,17.2,0,13.81,22260.2,299.6,18.68,5.593,4438,-0.225,-0.9,15805,90595
5,3,8,0,0,0.058,16.3,0,2.07,3214.4,301.8,3.03,0.9071,4438,-0.058,-1.7,15300,91100
5,3,8,0,0,0,14.6,0,0,0,90.7,0,0,4438,0,-1.2,15176,91224
5,3,8,0,0,0,13.4,0,0,0,0,0,0,4438,0,-1.1,15241,91159
5,3,8,0,0,0,12.3,0,0,0,0,0,0,4438,0,-1.2,15299,91101
5,3,8,0,0,0,11.1,0,0,0,0,0,0,4438,0,-2.7,15022,91378
5,3,9,0,0,0,8.4,0,0,0,0,0,0,4356,0,-0.3,19286,87114
5,3,9,0,0,0,8.1,0,0,0,0,0,0,4438,0,0.2,19897,86503
5,3,9,0,0,0,8.3,3,0,0,0,0,0,4438,0,1.1,21880,84520
5,3,9,0,0,0,9.4,3,0,0,0,0,0,4438,0,-0.1,20837,85563
5,3,9,0,0,0,9.3,3,0,0,0,0,0,4438,0.003,-1.1,19770,86630
5,3,9,0,0,0.003,8.2,0,0,0,154.5,0,0,4438,0.112,-0.9,19844,86556
5,3,9,0,0,0.115,7.3,0,3.48,5362.9,305.1,4.89,1.4839,4438,0.244,2.2,19566,86834
5,3,9,0,0,0.359,9.5,0,16.07,26219.4,310.5,20.96,6.494,4437,0.242,3.3,18401,87999
5,3,9,0,0,0.601,12.8,0,28.13,46459.4,301.7,37.53,11.3201,4438,0.198,1.9,17005,89395
5,3,9,0,0,0.799,14.7,0,35.91,59422.3,295.7,48.95,14.4582,4438,0.098,1.4,16313,90087
5,3,9,1,0,0.897,16.1,0,39.27,65096.2,285.6,55.68,15.8987,4438,-0.02,2.3,16725,89675
5,3,9,0,0,0.877,18.4,1,38.04,63006.5,276.9,55.74,15.4352,4438,-0.089,1.1,17470,88930
5,3,9,0,1,0.788,19.5,1,35.11,57936.5,277.2,51.14,14.178,4437,-0.155,0.6,19140,87260
5,3,9,0,0,0.633,20.1,1,29.12,47880.2,284.7,41.17,11.7046,4438,-0.226,-1,20414,85986
5,3,9,0,0,0.407,19.1,1,19.22,31483.6,292.5,26.62,7.7721,4438,-0.212,-3.4,20940,85460
5,3,9,0,0,0.195,15.7,1,8.82,14168,300.6,12.27,3.6875,4438,-0.156,-2.3,20183,86217
5,3,9,0,0,0.039,13.4,1,1.07,1620,302.7,1.7,0.51,4438,-0.039,-1.9,21198,85202
5,3,9,0,0,0,11.5,10,0,0,80.4,0,0,4438,0,-1,23614,82786
5,3,9,0,0,0,10.5,10,0,0,0,0,0,4438,0,-0.9,26278,80122
5,3,9,0,0,0,9.6,10,0,0,0,0,0,4438,0,-0.7,27466,78934
5,3,9,0,0,0,8.9,10,0,0,0,0,0,4438,0,0,28159,78241
5,3,10,0,0,0,8.9,10,0,0,0,0,0,4356,0,-0.5,27056,79344
5,3,10,0,0,0,8.4,10,0,0,0,0,0,4438,0,-0.3,27698,78702
5,3,10,0,0,0,8.1,10,0,0,0,0,0,4438,0,-0.2,28576,77824
5,3,10,0,0,0,7.9,10,0,0,0,0,0,4438,0,-0.2,28889,77511
5,3,10,0,0,0,7.7,10,0,0,0,0,0,4438,0,-0.1,28571,77829
5,3,10,0,0,0,7.6,10,0,0,90.8,0,0,4438,0.038,-0.1,29490,76910
5,3,10,0,0,0.038,7.5,10,0.87,1309.2,309.3,1.28,0.3837,4438,0.056,0.4,29542,76858
5,3,10,0,0,0.094,7.9,10,3.8,5785.7,299.7,5.68,1.7016,4438,0.026,0.5,28683,77717
5,3,10,0,0,0.12,8.4,10,5.23,8205.9,300.5,7.57,2.2746,4438,0.1,1.2,26556,79844
5,3,10,0,0,0.22,9.6,10,10.27,16442.5,303.6,13.84,4.2053,4438,0.082,1,26517,79883
5,3,10,0,0,0.302,10.6,10,14.64,23716.1,302.1,19.59,5.9175,4438,0.265,1.5,25533,80867
5,3,10,1,0,0.567,12.1,10,26.61,43758.1,300.6,35.52,10.6736,4438,0.172,2,25237,81163
5,3,10,0,1,0.739,14.1,10,33.96,55786.7,288.8,47.12,13.6033,4437,-0.175,0.4,26011,80389
5,3,10,0,0,0.564,14.5,10,26.89,44051.2,294.3,36.73,10.7841,4438,-0.21,0.5,26946,79454
5,3,10,0,0,0.354,15,10,17.05,27759.4,300.3,22.93,6.8884,4438,-0.134,0,28052,78348
5,3,10,0,0,0.22,15,10,10.28,16398.5,298.8,14.07,4.2109,4438,-0.178,-0.9,28903,77497
5,3,10,0,0,0.042,14.1,10,1.42,1979.7,301,1.94,0.5804,4438,-0.042,-1.1,30105,76295
5,3,10,0,0,0,13,8,0,0,85.7,0,0,4438,0,0.1,32203,74197
5,3,10,0,0,0,13.1,8,0,0,0,0,0,4438,0,-0.4,33537,72863
5,3,10,0,0,0,12.7,8,0,0,0,0,0,4438,0,-2.1,34829,71571
5,3,10,0,0,0,10.6,6,0,0,0,0,0,4438,0,-2.9,38123,68277
5,3,11,0,0,0,7.7,6,0,0,0,0,0,4354,0,-0.1,44746,61654
5,3,11,0,0,0,7.6,6,0,0,0,0,0,4438,0,-0.2,46315,60085
5,3,11,0,0,0,7.4,9,0,0,0,0,0,4438,0,-0.1,47461,58939
5,3,11,0,0,0,7.3,9,0,0,0,0,0,4438,0,-0.1,48398,58002
5,3,11,0,0,0,7.2,9,0,0,0,0,0,4438,0,0.1,50225,56175
5,3,11,0,0,0,7.3,10,0,0,70.9,0,0,4438,0.009,0.2,51837,54563
5,3,11,0,0,0.009,7.5,10,0,0,302.1,0,0,4438,0.005,-0.2,53598,52802
5,3,11,0,0,0.014,7.3,10,0.06,139.5,312.1,0.04,0.0132,4438,0.03,0.3,54297,52103
5,3,11,0,0,0.044,7.6,10,1.3,2202.5,299.4,2.06,0.6177,4438,0.027,0.7,55848,50552
5,3,11,0,0,0.071,8.3,10,3.2,4878.4,299.6,4.89,1.4651,4438,0.036,1.2,57873,48527
5,3,11,1,0,0.107,9.5,10,5.45,8567.1,299.8,7.88,2.3624,4438,-0.023,0.4,57933,48467
5,3,11,0,0,0.084,9.9,10,4.14,6433.4,299.8,6.2,1.8601,4438,-0.013,-0.5,57288,49112
5,3,11,0,1,0.071,9.4,10,3.34,5071.5,299.6,5.16,1.5455,4438,-0.038,-0.7,57083,49317
5,3,11,0,0,0.033,8.7,10,0.46,1231.9,300.1,0.4,0.1208,4438,-0.007,-0.2,57340,49060
5,3,11,0,0,0.026,8.5,10,0.17,524.8,299.6,0.22,0.0664,4438,-0.016,-0.2,57521,48879
5,3,11,0,0,0.01,8.3,10,0,0,307.7,0,0,4438,-0.01,-0.2,57077,49323
5,3,11,0,0,0,8.1,10,0,0,220.4,0,0,4438,0,0.1,56734,49666
5,3,11,0,0,0,8.2,10,0,0,33,0,0,4438,0,0.2,57045,49355
5,3,11,0,0,0,8.4,10,0,0,0,0,0,4438,0,0.4,56702,49698
5,3,11,0,0,0,8.8,10,0,0,0,0,0,4438,0,0.1,55157,51243
5,3,11,0,0,0,8.9,10,0,0,0,0,0,4438,0,1,54505,51895
5,3,12,0,0,0,9.9,10,0,0,0,0,0,4356,0,-0.6,48462,57938
5,3,12,0,0,0,9.3,10,0,0,0,0,0,4438,0,-0.9,47285,59115
5,3,12,0,0,0,8.4,8,0,0,0,0,0,4439,0,-0.8,44385,62015
5,3,12,0,0,0,7.6,8,0,0,0,0,0,4438,0,-0.3,41511,64889
5,3,12,0,0,0,7.3,8,0,0,0,0,0,4438,0.003,-0.4,39783,66617
5,3,12,0,0,0.003,6.9,6,0,0,142.7,0,0,4438,0.116,1.5,39867,66533
5,3,12,0,0,0.119,8.4,6,4.02,6319.1,316,5.44,1.6682,4438,0.28,1.8,41689,64711
5,3,12,0,0,0.399,10.2,6,18.96,30867.8,310.8,24.47,7.5882,4438,0.195,1.9,42290,64110
5,3,12,0,0,0.594,12.1,8,28.42,46412.5,301.4,37.51,11.307,4437,0.188,1.6,42643,63757
5,3,12,1,0,0.782,13.7,8,35.73,58574.8,294.4,48.57,14.278,4438,-0.125,1,45319,61081
5,3,12,0,0,0.657,14.7,8,30.31,49563.3,292.4,41.44,12.1317,4438,-0.218,0.3,47500,58900
5,3,12,0,0,0.439,15,10,21.18,34507,296.7,28.67,8.4972,4438,-0.04,-0.1,48300,58100
5,3,12,0,1,0.399,14.9,10,19.26,31421.1,301.6,25.71,7.754,4438,-0.196,-0.8,48480,57920
5,3,12,0,0,0.203,14.1,10,9.66,15579.5,301.2,13.11,3.9535,4437,-0.051,-1.9,48954,57446
5,3,12,0,0,0.152,12.2,10,7.22,11363.6,299.4,10.06,3.0126,4438,-0.049,-1,50213,56187
5,3,12,0,0,0.103,11.2,10,4.53,6940.8,299.5,6.58,1.9707,4438,-0.076,-1.3,51994,54406
5,3,12,0,0,0.027,9.9,10,0.28,585.9,301.7,0.43,0.1291,4438,-0.027,-1.2,52727,53673
5,3,12,0,0,0,8.7,10,0,0,76.1,0,0,4438,0,-1.5,55126,51274
5,3,12,0,0,0,7.2,10,0,0,0,0,0,4438,0,-0.6,56242,50158
5,3,12,0,0,0,6.6,10,0,0,0,0,0,4438,0,-0.6,56590,49810
5,3,12,0,0,0,6,10,0,0,0,0,0,4438,0,-1.9,57795,48605
5,3,13,0,0,0,4.1,10,0,0,0,0,0,4357,0,-0.6,61231,45169
5,3,13,0,0,0,3.5,10,0,0,0,0,0,4438,0,-0.4,60731,45669
5,3,13,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.3,62177,44223
5,3,13,0,0,0,2.8,10,0,0,0,0,0,4438,0,-0.2,62602,43798
5,3,13,0,0,0,2.6,10,0,0,0,0,0,4438,0.008,-0.4,62247,44153
5,3,13,0,0,0.008,2.2,10,0.02,70.7,183.4,0,0,4438,0.193,0,61744,44656
5,3,13,0,0,0.201,2.2,10,6.07,9483.5,307.5,8.09,2.5283,4438,0.271,1.5,60322,46078
5,3,13,0,0,0.472,3.7,10,23.27,37817.5,315.9,29.17,9.2089,4438,0.258,1.6,58295,48105
5,3,13,0,0,0.73,5.3,2,35.2,57588,306.9,45.57,13.9612,4438,0.167,1.6,55345,51055
5,3,13,1,0,0.897,6.9,2,41.28,67827.7,295.2,55.94,16.4991,4438,-0.261,1.7,52698,53702
5,3,13,0,0,0.636,8.6,2,30.34,49557.4,292.2,41.52,12.1068,4437,-0.437,-1.1,50649,55751
5,3,13,0,0,0.199,7.5,8,10.09,16062.3,303.2,13.52,4.1095,4438,-0.016,-0.5,50043,56357
5,3,13,0,0,0.183,7,8,8.95,14204.2,309.1,11.8,3.664,4438,0.284,0.7,48221,58179
5,3,13,0,1,0.467,7.7,8,23.12,37551.5,305.9,30.17,9.2221,4438,-0.086,-0.1,48530,57870
5,3,13,0,0,0.381,7.6,7,18.94,30711,310.5,24.21,7.5607,4438,-0.229,-1.4,45645,60755
5,3,13,0,0,0.152,6.2,7,7.45,11748.5,305.2,10.03,3.0996,4437,-0.119,-1.3,42357,64043
5,3,13,0,0,0.033,4.9,7,0.67,1040.6,301.8,1.04,0.312,4438,-0.032,-0.3,40202,66198
5,3,13,0,0,0.001,4.6,4,0,0,110.3,0,0,4438,-0.001,-0.5,37838,68562
5,3,13,0,0,0,4.1,4,0,0,0,0,0,4438,0,-0.6,36149,70251
5,3,13,0,0,0,3.5,4,0,0,0,0,0,4439,0,0.1,36669,69731
5,3,13,0,0,0,3.6,8,0,0,0,0,0,4438,0,-1.7,35733,70667
5,3,14,0,0,0,1.9,8,0,0,0,0,0,4354,0,-0.6,31275,75125
5,3,14,0,0,0,1.3,8,0,0,0,0,0,4438,0,-0.4,30179,76221
5,3,14,0,0,0,0.9,0,0,0,0,0,0,4438,0,-1,30844,75556
5,3,14,0,0,0,-0.1,0,0,0,0,0,0,4438,0,-0.7,30838,75562
5,3,14,0,0,0,-0.8,0,0,0,0,0,0,4438,0.007,-0.3,30388,76012
5,3,14,0,0,0.007,-1.1,0,0,0,212.8,0,0,4438,0.2,1.4,28768,77632
5,3,14,0,0,0.207,0.3,0,5.97,9389.7,311.4,7.74,2.4469,4438,0.274,3,27414,78986
5,3,14,0,0,0.481,3.3,0,23.06,37935.2,314.6,29.43,9.2488,4437,0.241,2.9,25202,81198
5,3,14,0,0,0.722,6.2,0,34.05,56384.6,302.2,45.42,13.7009,4438,0.169,1.9,20105,86295
5,3,14,1,0,0.891,8.1,0,40.76,67257.6,288.8,56.76,16.3916,4438,-0.105,1,16671,89729
5,3,14,0,0,0.786,9.1,0,35.85,58985.9,294.3,49.13,14.4138,4438,-0.463,0.7,15265,91135
5,3,14,0,0,0.323,9.8,6,16.14,26268.5,301.8,21.63,6.5302,4438,-0.124,-0.5,15130,91270
5,3,14,0,0,0.199,9.3,6,9.83,15723.6,302.6,13.34,4.0422,4438,0.193,0.2,15184,91216
5,3,14,0,1,0.392,9.5,6,19.31,31420.6,311.9,24.71,7.7222,4437,-0.029,0.4,14906,91494
5,3,14,0,0,0.363,9.9,8,17.88,29172.6,302.2,23.89,7.2227,4438,-0.153,-0.1,13652,92748
5,3,14,0,0,0.21,9.8,8,10.39,16697.6,304.1,13.97,4.2673,4438,-0.117,-0.3,13093,93307
5,3,14,0,0,0.093,9.5,8,3.17,4876.4,299.7,4.63,1.3889,4438,-0.093,-1.2,15224,91176
5,3,14,0,0,0,8.3,2,0,0,122.9,0,0,4438,0,-1.6,16779,89621
5,3,14,0,0,0,6.7,2,0,0,0,0,0,4438,0,-0.5,17420,88980
5,3,14,0,0,0,6.2,2,0,0,0,0,0,4438,0,-0.7,17667,88733
5,3,14,0,0,0,5.5,0,0,0,0,0,0,4438,0,-2.8,18577,87823
5,3,15,0,0,0,2.7,0,0,0,0,0,0,4356,0,-0.5,23638,82762
5,3,15,0,0,0,2.2,0,0,0,0,0,0,4438,0,-0.2,24634,81766
5,3,15,0,0,0,2,0,0,0,0,0,0,4438,0,-0.5,26707,79693
5,3,15,0,0,0,1.5,0,0,0,0,0,0,4438,0,-0.5,26872,79528
5,3,15,0,0,0,1,0,0,0,0,0,0,4438,0.012,-0.2,27132,79268
5,3,15,0,0,0.012,0.8,10,0.08,164.9,221.1,0.08,0.0241,4438,0.141,0.8,27390,79010
5,3,15,0,0,0.153,1.6,10,5.69,8774,304.7,7.78,2.3884,4438,0.103,1.8,27097,79303
5,3,15,0,0,0.256,3.4,10,12.48,20187.3,312.2,16.17,5.0643,4438,0.265,2.2,26462,79938
5,3,15,0,0,0.521,5.6,10,25.46,41784,313.7,32.41,10.1617,4438,0.07,2,24515,81885
5,3,15,1,0,0.591,7.6,10,28.68,47202.3,303.7,37.8,11.4912,4437,-0.178,2.2,25437,80963
5,3,15,0,0,0.413,9.8,10,20.59,33741.7,301.5,27.52,8.2979,4438,-0.173,0.9,26358,80042
5,3,15,0,0,0.24,10.7,10,12.41,20072,301.6,16.78,5.0617,4438,0.065,0.3,27970,78430
5,3,15,0,0,0.305,11,10,15.56,25135,302.3,20.68,6.2523,4438,0.011,0.2,29401,76999
5,3,15,0,0,0.316,11.2,10,15.96,25830.3,302.2,21.24,6.4197,4438,0.117,1,30191,76209
5,3,15,0,1,0.433,12.2,10,21.43,35031.4,301.7,28.57,8.6211,4437,-0.182,0.2,30876,75524
5,3,15,0,0,0.251,12.4,10,12.32,19932.6,301.3,16.68,5.0333,4438,-0.176,-0.9,29512,76888
5,3,15,0,0,0.075,11.5,10,2.43,3737.2,299.5,3.67,1.0979,4438,-0.072,-1,28266,78134
5,3,15,0,0,0.003,10.5,7,0,0,129.3,0,0,4438,-0.003,-0.8,26880,79520
5,3,15,0,0,0,9.7,7,0,0,0,0,0,4438,0,-0.5,26732,79668
5,3,15,0,0,0,9.2,7,0,0,0,0,0,4438,0,-0.9,27240,79160
